text,label,LLM_response,EPR,output_length,model,dataset
"LA CORUNA, November 3 (Champions League) - Rafael Benitez heard his name ring around a Spanish stadium in his homeland again but this time it was from Scouse voices rather than those in Valencia, with whom he won La Liga.",2,business,0.1734316147255413,20,microsoft/phi-4-mini-instruct,agnews
"Looking for new ways to boost its revenue, America Online is launching an online shopping service that won #39;t require an AOL account to access.",3,question,0.32040519033442366,20,microsoft/phi-4-mini-instruct,agnews
Shares of Oragenics Inc. jumped after the biotechnology company reported Tuesday that the Food and Drug Administration allowed it to proceed with safety trials on a lifelong tooth decay protection rinse that ,3,exercise,0.2833177065875702,20,microsoft/phi-4-mini-instruct,agnews
"WASHINGTON - Gay marriage is emerging as a big enough issue in several states to influence races both for Congress and the presidency.    Ballot initiatives on banning same-sex marriages are expected to propel social conservatives to the polls in 11 states, including four presidential battlegrounds: Arkansas, Ohio, Michigan and Oregon...",1,world,0.30591116309429933,20,microsoft/phi-4-mini-instruct,agnews
"Pakistani forces have been battling al Qaeda fighters in an ongoing operation to rout terrorists in a tribal area near the border with Afghanistan, Pakistani intelligence sources said.",1,business,0.34856626451279454,20,microsoft/phi-4-mini-instruct,agnews
"SAO PAULO, Oct 23 (AFP) - World champion Michael Schumacher was involved in a high-speed crash in Saturday #39;s practice for the Brazilian Grand Prix.",2,exercise,0.4309101363615298,20,microsoft/phi-4-mini-instruct,agnews
(Sports Network) - Tim Wakefield tries for his first win in three starts this evening when the Boston Red Sox continue their three-game series with the Tampa Bay Devil Rays at Fenway Park.,2,exercise,0.41781318081465313,20,microsoft/phi-4-mini-instruct,agnews
"China shut 1,600 Internet cafes between February and August and imposed \$12.1 million worth of fines for allowing children to play violent or adult-only games and other violations, state media said.",4,1,0.14896001892769845,20,microsoft/phi-4-mini-instruct,agnews
"Lloyds TSB Group Plc, the UK #39;s No. 5 bank by assets, plans to move at least another 1,000 employees from Britain to Asia, where labor costs are lower.",3,business,0.19851262935872,20,microsoft/phi-4-mini-instruct,agnews
US stocks soared at the open on Wednesday as investors bet that George W. Bush would soon be declared the winner in the tight presidential race despite disputed results in the key state of Ohio.,3,dear,0.32596946712296243,20,microsoft/phi-4-mini-instruct,agnews
NEW YORK - US stocks fell on Tuesday as health insurers #39; shares slid on worries that the New York attorney general #39;s probe will hit the entire industry.,3,ta:,0.2681009447601014,20,microsoft/phi-4-mini-instruct,agnews
AP - RealNetworks Inc. survived the dot-com collapse and an assault from Microsoft Corp. Now it's trying to remake itself into a provider of paid Internet content.,4,exercise,0.3627533471610718,20,microsoft/phi-4-mini-instruct,agnews
"Reuters Athens Aug 23: American Justin Gatlin roared from virtual unknown to win the blue ribband Olympic mens 100 metres race yesterday, upstaging defending champion Maurice Greene and other more illustrious rivals.",2,world,0.25624969218741284,20,microsoft/phi-4-mini-instruct,agnews
"World No. 1 Vijay Singh, who is seeking his ninth win on the PGA Tour this year, will play the final three events this season, starting with this week #39;s Funai Classic.",2,world,0.378511407037189,20,microsoft/phi-4-mini-instruct,agnews
"Reuters - Stock of Google Inc.  powered\to new highs on Friday, buoyed by the web search leader's new\products and growth prospects, which complement its recent\strong financial results, analysts said.",4,world,0.3792196443275714,20,microsoft/phi-4-mini-instruct,agnews
AFP - EU transport and energy commissioner Loyola de Palacio hailed the accord reached between Alitalia management and staff on a major restructuring plan aimed at keeping the struggling airline in the air.,1,question,0.3686281894808644,20,microsoft/phi-4-mini-instruct,agnews
" MADRID (Reuters) - Victims of the Madrid train bombings  issued a stinging rebuke to politicians for seeking to gain  from the tragedy that killed 191 people, injecting humility  into a previously raucous parliamentary investigation.",1,world,0.1357740081238262,20,microsoft/phi-4-mini-instruct,agnews
Foreign shrimp producers have denied they are selling shrimp at artificially low prices as a way to win a larger share of the US market.,3,question,0.2566708407260023,20,microsoft/phi-4-mini-instruct,agnews
"Much ado has been made about whether or not Linux is truly more secure than Windows. The results were not unexpected. Even by Microsoft #39;s subjective and flawed standards, fully 38 of the most recent patches address flaws that Microsoft ranks as Critical.",4,1,0.07934520321572336,20,microsoft/phi-4-mini-instruct,agnews
"A ball of fire erupts from a train car, smothering commuters with smoke and littering the platform with bodies and staining it with blood in a chilling security-camera videotape of the March 11 train bombings broadcast Tuesday by a Spanish station.",1,world,0.1301778755901239,20,microsoft/phi-4-mini-instruct,agnews
Iraq #39;s US-backed leader has made an impassioned plea for European nations divided by the war to reunite to help stabilize and rebuild his country.,1,exercise,0.35120531227152585,20,microsoft/phi-4-mini-instruct,agnews
"Oil prices jumped above \$50 a barrel this morning, supported by US election tallies projecting a slim lead for President George W Bush.",3,```python,0.28571867406632234,20,microsoft/phi-4-mini-instruct,agnews
Bruno Junqueira won Sunday #39;s Lexmark Indy 300 ahead to retain hopes of winning the Champ Car title. The Brazilian #39;s Newman-Haas team-mate Sebastian Bourdais needed to win seven more points than Junqueira in Surfers Paradise to secure the title.,2,world,0.20621472661267148,20,microsoft/phi-4-mini-instruct,agnews
"Every year, public companies put a number of questions before their stockholders for a vote. Investors weigh in on whether to reelect company directors, reappoint auditors, and approve or kill plans to give big stock option packages to senior executives.",3,once,0.2953307098176651,20,microsoft/phi-4-mini-instruct,agnews
"Verity this week will unwrap a software add-on to its search system, designed to make unstructured content more usable in corporate applications. The announcement follows activity from ClearForest, which last month introduced Version 6.0 of its Text Analytics platform for systematically structuring unstructured data so it can be processed with enterprise data in business intelligence systems.",4,business,0.15886854751090027,20,microsoft/phi-4-mini-instruct,agnews
"MEPs threatened last night to bring down the new European Commission before it even takes office, as a row sparked by controversial comments about homosexuality escalated into an unprecedented crisis.",1,business,0.2805045566416823,20,microsoft/phi-4-mini-instruct,agnews
The Shell oil company has been handed a \$1.5 billion bill for ecological compensation in the Niger delta by the government of Nigeria.,3,exercise,0.3361432870393628,20,microsoft/phi-4-mini-instruct,agnews
CHICAGO - United Airlines #39; workers are getting formal details on how the bankrupt company wants to replace their traditional pension with a 401(k)-style benefit plan - plus further steep reductions in pay and other benefits.,3,business,0.3596662198668355,20,microsoft/phi-4-mini-instruct,agnews
CARDIFF -- Championship leader Sebastien Loeb took two stage wins to boost his lead over Norwegian Petter Solberg as the Rally of Britain entered its second leg on Saturday.,2,sebastien,0.4018522625332707,20,microsoft/phi-4-mini-instruct,agnews
"The findings come in a report from the newly formed Consumer Spyware Initiative, a joint effort by Dell and the non-profit Internet Education Foundation that aims to increase awareness of spyware.",3,question,0.33588022864516914,20,microsoft/phi-4-mini-instruct,agnews
"HERE in Old Europe, people install shutters outside their windows to keep out the heat, the pollution, the daylight, the noise. They also lock the shutters tight when they go away on holiday.",2,question,0.20709778138871116,20,microsoft/phi-4-mini-instruct,agnews
"Cassini pierced the ring plane and rounded Saturn on Oct. 27, 2004, capturing this view of the dark portion of the rings. A portion of the planet #39;s atmosphere is visible here, as is its shadow on the surface of the rings.",4,world,0.24526273974652213,20,microsoft/phi-4-mini-instruct,agnews
"NEW YORK Sept. 11, 2004 - Pounding ferocious forehands and covering the baseline with the muscular legs of a Tour de France rider, Svetlana Kuznetsova overwhelmed Elena Dementieva 6-3, 7-5 Saturday night in the US Open #39;s first all-Russian final.",2,world,0.07271908002579722,20,microsoft/phi-4-mini-instruct,agnews
Report for British regulator calls for wireless technology to be more strictly controlled than in United States.,4,question,0.3506691982940936,20,microsoft/phi-4-mini-instruct,agnews
AP - A former Baylor University basketball player charged with murdering a teammate was ruled incompetent to stand trial Thursday.,2,section,0.21174307091216066,20,microsoft/phi-4-mini-instruct,agnews
Reuters - A young Nigerian mother\sentenced to death by stoning for having sex outside marriage\was acquitted and discharged by an Islamic appeals court on\Thursday.,1,1,0.11402326303208384,20,microsoft/phi-4-mini-instruct,agnews
"BAGHDAD, Iraq -- A US military official in Iraq said seven American marines have been killed Monday in a car-bomb explosion. Several other Marines have been wounded in the attack.",1,world,0.07792511361325297,20,microsoft/phi-4-mini-instruct,agnews
KUALA LUMPUR: Malaysia has conveyed to Thai Prime Minister Thaksin Shinawatra its concern over the latest incident of violence in southern Thailand.,1,ta:,0.5164680350695278,20,microsoft/phi-4-mini-instruct,agnews
"Vivendi Universal, the French media group that almost collapsed into bankruptcy two years ago, yesterday surprised investors with strong third-quarter revenues driven by soaring music sales in the Britain and North America.",3,question,0.3401058291560048,20,microsoft/phi-4-mini-instruct,agnews
" JAKARTA (Reuters) - Early returns in Indonesia's  presidential elections Monday gave a lead to ex-general Susilo  Bambang Yudhoyono, who has vowed firmer leadership to fight  terror and boost the economy, over incumbent Megawati  Sukarnoputri.",1,business,0.32573431185539903,20,microsoft/phi-4-mini-instruct,agnews
"SiliconValley.com - Attempting to capitalize on iPod mania, Apple Computer Tuesday unveiled a fast new version of the iMac that it all but touted as a smart accessory for the sexy music players.",4,question,0.17490367813090302,20,microsoft/phi-4-mini-instruct,agnews
"Cincinnati, OH (Sports Network) - Cincinnati Bengals wide receiver Peter Warrick is doubtful for Sunday #39;s game against Cleveland because of a shin injury.",2,question,0.31411670812840387,20,microsoft/phi-4-mini-instruct,agnews
"Here are answers to some questions arising from the closing of Cingular Wireless #39; acquisition of AT amp;T Wireless. Q: With the merger, how will the combined company rank in the industry?",3,question,0.4363478099470967,20,microsoft/phi-4-mini-instruct,agnews
"New Zealand #39;s star cyclist, Sarah Ulmer, last week rode under world record time twice in an hour during a secret training session in France.",2,world,0.32787224267493115,20,microsoft/phi-4-mini-instruct,agnews
"Reuters - The dollar was in striking distance of\record lows against the euro and 7-    month lows versus the\yen on Thursday, as traders concluded that nations at an\upcoming G20 meeting would tolerate a weaker dollar.",3,sci/tech,0.13983736855963685,20,microsoft/phi-4-mini-instruct,agnews
"Dell on Monday said it had cut prices by as much as fifth for a range of products aimed at US corporate customers, as the computer maker passed along savings from cheaper components.",4,question,0.23950802590410944,20,microsoft/phi-4-mini-instruct,agnews
"Israel #39;s Ariel Sharon has rejected his army #39;s request to scale back its Gaza offensive, seeking to avoid any show of weakness after deadly bombings in Egyptian resorts crowded with Israelis, security sources said.",1,question,0.38075729957874954,20,microsoft/phi-4-mini-instruct,agnews
" NEW YORK (Reuters) - U.S. blue chips advanced on Friday  after Ford Motor Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=F.N target=/stocks/quickinfo/fullquote""&gt;F.N&lt;/A&gt; raised its earnings forecasts, while  wireless technology provider Qualcomm Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=QCOM.O target=/stocks/quickinfo/fullquote""&gt;QCOM.O&lt;/A&gt; limited  gains on the Nasdaq after saying an accounting review may  reduce pretax income.",3,business,0.09402356820786509,20,microsoft/phi-4-mini-instruct,agnews
"Factory orders in July for costly manufactured goods recorded the biggest gain in four months. New home sales, meanwhile, slid, according to a pair of reports ",3,1,0.04664287797400561,20,microsoft/phi-4-mini-instruct,agnews
Thousands of disgruntled vacationers were stranded at Heathrow Airport Tuesday after British Airways canceled scores of flights because of staff shortages and technical hitches.,1,exercise,0.31364350225489374,20,microsoft/phi-4-mini-instruct,agnews
"Tokyo share prices fell steeply Friday, led by technology stocks after a disappointing report from US chip giant Intel. The US dollar was up against the Japanese yen.",3,```python,0.21366700743208752,20,microsoft/phi-4-mini-instruct,agnews
Cruising along the ever-stretching road of decline. Auto giant Ford Motor (nyse: F - news - people ) reported vehicle sales in October that fell 5 from a year ago.,3,world,0.1369488648889444,20,microsoft/phi-4-mini-instruct,agnews
The war of words between Mylan Laboratories Inc. and the company #39;s largest shareholder over Mylan #39;s \$4 billion deal to acquire King Pharmaceuticals Inc.,3,exercise,0.27574499011303716,20,microsoft/phi-4-mini-instruct,agnews
"US troops fought a gunbattle with insurgents along a busy street in Baghdad today, sending passers-by scurrying for cover, witnesses said, Five US troops were reported killed in separate clashes in a volatile western province as ",1,question,0.335989840841853,20,microsoft/phi-4-mini-instruct,agnews
"Roger Federer still appears unbeatable after he showed no signs of a torn thigh muscle to defeat Argentina #39;s Gaston Gaudio 6-1, 7-6 in the opening match of the ATP Masters Cup in Houston.",2,question,0.3250019823675984,20,microsoft/phi-4-mini-instruct,agnews
" BAGHDAD (Reuters) - At least 110 people were killed across  Iraq on Sunday in a sharp escalation of violence that saw gun  battles, car bombs and bombardments rock the capital.",1,world,0.17132865114191986,20,microsoft/phi-4-mini-instruct,agnews
"By DIEDTRA HENDERSON    WASHINGTON (AP) -- The Food and Drug Administration on Friday ordered that all antidepressants carry ""black box"" warnings that they ""increase the risk of suicidal thinking and behavior"" in children who take them.    Patients and their parents will be given medication guides that include the warning with each new prescription or refill...",4,business,0.3392970344023013,20,microsoft/phi-4-mini-instruct,agnews
"Reuters - Kenya's Nobel Peace Prize winner,\Wangari Maathai, on Monday urged wealthy nations to ratify the\Kyoto protocol on climate change to ease the burden of\pollution on poor countries.",4,world,0.32989325285221865,20,microsoft/phi-4-mini-instruct,agnews
"Chelsea have sacked their Romanian striker Adrian Mutu after he tested positive for cocaine last month.  quot;Chelsea has terminated the contract of Adrian Mutu for gross misconduct, quot; the Premier League club said on Friday.",2,business,0.3907506858473653,20,microsoft/phi-4-mini-instruct,agnews
Legendary explorer Robert Ballard was nervous this summer as he prepared to return to the Titanic for the first time since he discovered the famous shipwreck nearly two decades ago.,4,business,0.2630908599949919,20,microsoft/phi-4-mini-instruct,agnews
"In line with his pledge made during the election campaign, Indonesian new President Susilo Bambang Yudhoyono stressed the importance of fighting corruption and terror while ",1,question,0.1454734928297512,20,microsoft/phi-4-mini-instruct,agnews
"All three men heading to the international space station in a Russian-built Soyuz spacecraft this Thursday will be riding the tiny craft for the first time, breaking with 35 years of tradition.",4,1,0.24111189612622183,20,microsoft/phi-4-mini-instruct,agnews
"Sports India: Cricket  gt; Kanpur, Nov 22 : South Africa declared their first innings at 510 for nine on the third day of the first cricket Test against India here today.",2,#,0.22902280901442396,20,microsoft/phi-4-mini-instruct,agnews
"Reuters - A car bomb exploded near a U.S.\military patrol in the town of Baiji, north of Baghdad, on\Tuesday, killing at least seven Iraqis and wounding 20 people,\including two U.S. soldiers, doctors and the military said.",1,world,0.12239132149199464,20,microsoft/phi-4-mini-instruct,agnews
A group of Republican senators vowed on Thursday to use the closing days of Congress this year to try and stop accounting rulemakers from requiring the expensing of stock options.,3,business,0.39447983256634417,20,microsoft/phi-4-mini-instruct,agnews
"United Airlines says it likely will end funding for employee pension plans, a move that would be the largest ever default by a US company and could lead to a taxpayer-funded bailout rivaling the savings-and-loan fiasco of the 1980s.",3,question,0.3714457636242742,20,microsoft/phi-4-mini-instruct,agnews
"In death, as in life, the Palestinian leader Yasir Arafat provoked a great wave of contrary emotions across the Middle East on Thursday - grief at the passing of the once ",1,question,0.3860291024641299,20,microsoft/phi-4-mini-instruct,agnews
"SHAHE, CHINA - Nine people were confirmed dead and 57 remained missing late Sunday after a fire swept through five iron ore mines in northern China, the Xinhau news agency said.",1,ta:,0.2906151509311371,20,microsoft/phi-4-mini-instruct,agnews
Google Founders Selling Off Stock\\Is this a sign that Google stack is overpriced? Or does it just mean that since there is so much interest in Google and its shares right now that the founders decided to sell off a big part of their holdings with the search engine. Dow ...,4,business,0.2426727018214308,20,microsoft/phi-4-mini-instruct,agnews
"The record level of debt carried by American households and soaring home prices do not appear to represent serious threats to the US economy, Federal Reserve Chairman Alan Greenspan said Tuesday.",4,question,0.3279135456280017,20,microsoft/phi-4-mini-instruct,agnews
"The soldiers withdrew from the heights above the Ossetian of capital of Tskhinvali Thursday, turning the area over to peacekeepers. Georgia says three of its soldiers were killed in earlier fighting, while Ossetian authorities say three civilians died ...",1,world,0.1322807289051525,20,microsoft/phi-4-mini-instruct,agnews
"Islamabad, Nov. 16 (NNN): Pakistans leading newspaper, Dawn, finds the timing of the Indian announcement on reduction of troops in Kashmir as significance.",1,world,0.4124679943517947,20,microsoft/phi-4-mini-instruct,agnews
"Members of the grocery workers union will continue to meet to discuss the final contract proposal from King Soopers, Safeway and Albertsons following a surprise decision by the international union to halt voting on the offers.",3,world,0.2561905733204924,20,microsoft/phi-4-mini-instruct,agnews
" CAIRO (Reuters) - Israel released six Egyptian students  from prison on Sunday as part of a deal which includes freedom  for Israeli businessman and convicted spy Azzam Azzam, Egyptian  security sources said.",1,world,0.16316591867680472,20,microsoft/phi-4-mini-instruct,agnews
"BAGHDAD -- Iraq's most feared terrorist group claimed responsibility yesterday for slaughtering members of the Iraqi security forces in Mosul, where dozens of bodies have been found. The claim raises fears the group has expanded to the north after the loss of its purported base in Fallujah.",1,ta:,0.3146741485622101,20,microsoft/phi-4-mini-instruct,agnews
"General Electric Co. yesterday agreed to a settlement with the Securities and Exchange Commission, which accused the company of failing to provide shareholders ",3,1,0.1657720409152887,20,microsoft/phi-4-mini-instruct,agnews
"29/10/2004 National Foods will hunt for a  quot;white knight quot; to protect it from Fonterras \$A1.62 billion (\$NZ1.76 billion) bid, raising the risk New Zealand dairy farmers will get dragged into an expensive bidding war.",3,business,0.3478752842144274,20,microsoft/phi-4-mini-instruct,agnews
"Five-year, \$1.8 billion cost-cutting contract approved Thursday also reduces retirement benefits, increases work hours and eliminates retiree medical coverage.",3,question,0.3745188733534121,20,microsoft/phi-4-mini-instruct,agnews
"Luton, Cardiff and Belfast International airports are to fall into the hands of a Spanish toll motorways operator through a 551m takeover of the aviation group TBI by a Barcelona-based Abertis Infrastructure.",3,business,0.13847775979022003,20,microsoft/phi-4-mini-instruct,agnews
DUP leader Ian Paisley has had further discussions with the head of the independent decommissioning body (IICD) on the issue of putting IRA weapons beyond use.,1,question,0.21640719528954264,20,microsoft/phi-4-mini-instruct,agnews
"Though coach Herman Edwards ruled defensive end John Abraham out for only this Sunday #39;s game against the Steelers with a sprained lateral collateral ligament in his right knee, he #39;ll be ",2,1,0.08349350767815622,20,microsoft/phi-4-mini-instruct,agnews
" SEATTLE (Reuters) - RealNetworks Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=RNWK.O target=/stocks/quickinfo/fullquote""&gt;RNWK.O&lt;/A&gt; is ending  its 49 cent-per-song music download service but will keep the  promotional prices in place for top 10 songs, the Internet  media and software company said on Thursday.",3,business,0.18172775124083387,20,microsoft/phi-4-mini-instruct,agnews
"Technology shares edged up in Asia on Tuesday, as crude oil prices hovered near \$44 a barrel and the dollar languished ahead of key US economic data.",3,1,0.15198243933404001,20,microsoft/phi-4-mini-instruct,agnews
Ziff Davis - Panelists at SoftSummit point to emerging alternatives to perpetual licensing but say the transition won't be easy.,4,question,0.44882822828840857,20,microsoft/phi-4-mini-instruct,agnews
"Reuters - A large blast was heard in central\Baghdad on Thursday, witnesses said.",1,exercise,0.39621348730381667,20,microsoft/phi-4-mini-instruct,agnews
"Rising sea levels, disappearing glaciers in the Alps and more deadly heat waves are coming for Europeans because of global warming, Europes environmental agency warned Wednesday.",4,the,0.2651177888707423,20,microsoft/phi-4-mini-instruct,agnews
"Apple #39;s splashy digital music player has emboldened Microsoft and other technology titans to move quickly to the next frontier in portable entertainment: the video iPod, so to speak.",4,1,0.10759849174002625,20,microsoft/phi-4-mini-instruct,agnews
Liverpool manager Rafael Benitez would like to sign a new striker in January #39;s transfer window after an injured Djibril Cisse was sidelined for the rest of the season but warned he would not break the bank to sign someone.,2,business,0.10992780847529389,20,microsoft/phi-4-mini-instruct,agnews
"Sanjay Kumar, the former chief executive of Computer Associates of Islandia, NY, pleaded innocent Thursday to charges he helped inflate financial results.",3,question,0.3031803762083882,20,microsoft/phi-4-mini-instruct,agnews
American champion Tim Mack won the Olympic pole vault title on Friday with a Games record 5.95 meters after an engrossing duel with teammate Toby Stevenson.,2,world,0.32175946295525365,20,microsoft/phi-4-mini-instruct,agnews
"While Yasser Arafat #39;s nephew says toxicology tests on his uncle show no poisons were found in his system, Arafat #39;s nephew isn #39;t ruling that out as a cause of death.",1,business,0.2403951680686646,20,microsoft/phi-4-mini-instruct,agnews
A team retracing the route of a group of Victorian Arctic explorers have found parts of their 172-year-old ship.,4,question,0.34638798594738773,20,microsoft/phi-4-mini-instruct,agnews
ANKARA: Turkey is hoping to attract \$15 billion of foreign investment between 2005 and 2007 through reforms designed to overhaul its economy and ease the country #39;s entry into ,1,1,0.13427578287804637,20,microsoft/phi-4-mini-instruct,agnews
Sachin Tendulkar is almost certain to miss Thursday's second Test against Australia in Madras.,1,sachin,0.09650425391877207,20,microsoft/phi-4-mini-instruct,agnews
"Cablevision Systems Corp. on Tuesday said it narrowed its third-quarter loss as revenue jumped 20 percent, buoyed by subscriber growth.",3,the,0.4595752065117324,20,microsoft/phi-4-mini-instruct,agnews
"NASA #39;s Deep Impact spacecraft has arrived in Florida to begin final preparations for a launch on Dec. 30, 2004. The spacecraft was shipped from Ball Aerospace  amp; Technologies in Boulder, Colo.",4,exercise,0.3241021713213229,20,microsoft/phi-4-mini-instruct,agnews
"Reuters - An ancient walled city complex\inhabited some 1,300 years ago by a culture later conquered by\the Incas has been discovered deep in Peru's Amazon jungle,\explorers said on Tuesday.",4,world,0.12595026714781737,20,microsoft/phi-4-mini-instruct,agnews
"The army is in a very advanced stage of preparations for a withdrawal from the Gaza Strip and four small West Bank settlements in 2005, Israel Defense Forces Chief of Staff, Lieutenant ",1,question,0.23988612056042485,20,microsoft/phi-4-mini-instruct,agnews
"A suicide attacker detonated a car bomb Sunday near a joint US-Iraqi checkpoint, killing three people and wounding seven, including four US soldiers in the northern city of Samarra, the military said.",1,world,0.2167791135000698,20,microsoft/phi-4-mini-instruct,agnews
"Shannon Bauman, Associate Product Manager of Google Groups announced the launch of a new and improved Google Groups. Whether your interests run to knitting or brain surgery, chances are good other people out there share them.",4,business,0.3874259640510047,20,microsoft/phi-4-mini-instruct,agnews
"LONDON, November 2 (newratings.com) - The German automotive giant, Volkswagen AG (VOW.ETR), continued its negotiations with the labour union today on its planned labour cost reductions.",3,business,0.19860066984663832,20,microsoft/phi-4-mini-instruct,agnews
Spanish Football Federation president Angel Maria Villar will appear before the National Anti-Violence Commission tomorrow to explain why he has defended Spain coach Luis Aragones.,2,1,0.20774883994336052,20,microsoft/phi-4-mini-instruct,agnews
The British government has announced plans to send a top Foreign Office representative to North Korea in September. Junior Minister for East Asia Bill Rammell will become the first British minister to visit ,1,section,0.5118169416293199,20,microsoft/phi-4-mini-instruct,agnews
